ID_UC_G0,GC_UCN_MAI_2025,GC_CNT_GAD_2025,GC_UCA_KM2_2025,GC_POP_TOT_2025,GC_DEV_WIG_2025,GC_DEV_USR_2025,IN_CIS_ENE_2020,IN_CIS_TRA_2020,IN_CIS_WAT_2020,IN_CIS_WAS_2020,IN_CIS_TEL_2020,IN_CIS_HEA_2020,IN_CIS_EDU_2020,IN_CIS_ALL_2020,IN_ROA_LEN_2024,IN_ROA_DEN_2024
173,Chiang Mai,Thailand,225.00,692241.99,Upper Middle,Eastern and South-Eastern Asia,0.02,0.03,0.00,0.00,0.01,0.01,0.02,0.09,3905239.20,0.02
174,Luang Prabang,Laos,18.00,64254.19,Lower Middle,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,175444.38,0.01
175,Điện Biên Phủ,Vietnam,17.00,58921.92,Lower Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,207794.19,0.01
176,George Town,Malaysia,134.00,756640.61,Upper Middle,Eastern and South-Eastern Asia,0.02,0.04,0.00,0.00,0.00,0.02,0.03,0.13,2600396.75,0.02
177,Sampov Lun,Cambodia,10.00,79073.76,Lower Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,44188.29,0.00
178,Singapore,Singapore,438.00,5117758.84,High income,Eastern and South-Eastern Asia,0.01,0.08,0.01,0.01,0.00,0.03,0.07,0.23,12377143.59,0.03
179,Mandurah,Australia,81.00,85037.86,High income,Australia and New Zealand,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.03,945664.06,0.01
180,Sinuiju,North Korea,23.00,308839.89,Low income,Eastern and South-Eastern Asia,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.11,126161.77,0.01
181,Daegot,South Korea,27.00,69843.57,High income,Eastern and South-Eastern Asia,0.01,0.03,0.00,0.00,0.00,0.01,0.02,0.07,298539.58,0.01
182,Dazhuang,Taiwan,87.00,244948.88,High income,Eastern and South-Eastern Asia,0.05,0.06,0.00,0.00,0.00,0.02,0.04,0.20,1194899.23,0.01
183,Bandar Seri Begawan,Brunei,37.00,77223.51,High income,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.04,533739.01,0.01
184,Otaru,Japan,33.00,94127.76,High income,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,493356.91,0.01
185,Laoag,Philippines,28.00,105064.42,Lower Middle,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,268377.41,0.01
186,Dili,Timor-Leste,46.00,381794.18,Lower Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,402775.29,0.01
187,Dunedin,New Zealand,46.00,84080.13,High income,Australia and New Zealand,0.02,0.01,0.00,0.00,0.02,0.00,0.02,0.08,1090945.48,0.02
189,Honiara,Solomon Islands,39.00,137201.42,Lower Middle,Oceania,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.02,243227.09,0.01
190,Nouméa,New Caledonia,76.00,153190.49,High income,Oceania,0.01,0.01,0.00,0.02,0.03,0.05,0.04,0.18,1166766.27,0.02
191,Port Vila,Vanuatu,34.00,72613.05,Lower Middle,Oceania,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.03,177929.46,0.01
192,Lautoka,Fiji,22.00,53550.44,Upper Middle,Oceania,0.00,0.02,0.00,0.00,0.00,0.01,0.01,0.05,156118.22,0.01
193,Honolulu,United States,177.00,541956.75,High income,Northern America,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2470103.99,0.01
194,Fracc Villas del Real 2da Seccion,México,17.00,60404.09,Upper Middle,Latin America and the Caribbean,0.02,0.03,0.00,0.00,0.00,0.00,0.01,0.06,249878.73,0.01
195,Nanaimo,Canada,49.00,78391.23,High income,Northern America,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,721025.81,0.01
196,Coatepeque,Guatemala,20.00,100000.57,Upper Middle,Latin America and the Caribbean,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,196214.53,0.01
197,Sonsonate,El Salvador,33.00,181726.20,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,397776.83,0.01
198,Cofradía,Honduras,20.00,97875.69,Lower Middle,Latin America and the Caribbean,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,255160.80,0.01
199,León,Nicaragua,28.00,155984.79,Lower Middle,Latin America and the Caribbean,0.03,0.01,0.00,0.00,0.00,0.01,0.00,0.06,383205.80,0.01
200,Barranca,Costa Rica,21.00,65404.95,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,224427.69,0.01
201,Paita,Peru,17.00,99936.36,Upper Middle,Latin America and the Caribbean,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.01,279194.33,0.02
202,Manta,Ecuador,61.00,284614.46,Upper Middle,Latin America and the Caribbean,0.02,0.03,0.00,0.00,0.00,0.01,0.01,0.07,1082375.58,0.02
203,Colón,Panama,50.00,187545.58,High income,Latin America and the Caribbean,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,411199.91,0.01
204,Tumaco,Colombia,25.00,118072.40,Upper Middle,Latin America and the Caribbean,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133051.75,0.01
205,Artemisa,Cuba,8.00,54452.07,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,140468.32,0.02
206,Mandeville,Jamaica,31.00,96832.16,Upper Middle,Latin America and the Caribbean,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,293830.84,0.01
207,San Antonio del Táchira,Venezuela,7.00,52514.11,Upper Middle,Latin America and the Caribbean,0.02,0.03,0.00,0.00,0.00,0.02,0.01,0.08,100363.95,0.01
208,Les Cayes,Haiti,17.00,83542.87,Lower Middle,Latin America and the Caribbean,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,155112.15,0.01
209,San Juan de la Maguana,Dominican Republic,14.00,63926.30,Upper Middle,Latin America and the Caribbean,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,217415.76,0.02
210,Iquique,Chile,51.00,316450.42,High income,Latin America and the Caribbean,0.05,0.01,0.00,0.00,0.01,0.00,0.03,0.11,827361.23,0.02
211,Rio Branco,Brazil,72.00,330538.58,Upper Middle,Latin America and the Caribbean,0.02,0.02,0.00,0.00,0.06,0.00,0.01,0.14,1014855.96,0.01
212,La Paz,Bolivia,291.00,2063632.69,Lower Middle,Latin America and the Caribbean,0.11,0.09,0.07,0.02,0.07,0.18,0.04,0.65,6960477.94,0.02
213,Bayamón [San Juan],Puerto Rico,309.00,748533.79,High income,Latin America and the Caribbean,0.06,0.03,0.00,0.00,0.00,0.01,0.02,0.13,4609725.62,0.01
214,Mendoza,Argentina,208.00,1063216.86,Upper Middle,Latin America and the Caribbean,0.04,0.08,0.07,0.00,0.01,0.04,0.03,0.30,3623729.63,0.02
215,San Fernando,Trinidad and Tobago,53.00,119286.15,High income,Latin America and the Caribbean,0.02,0.02,0.00,0.00,0.00,0.01,0.01,0.06,631702.69,0.01
216,Paradise,Guyana,41.00,103152.39,High income,Latin America and the Caribbean,0.00,0.02,0.00,0.00,0.01,0.01,0.01,0.05,443122.26,0.01
217,Asuncion,Paraguay,383.00,1175481.87,Upper Middle,Latin America and the Caribbean,0.03,0.05,0.00,0.00,0.01,0.05,0.04,0.19,6730848.51,0.02
218,Paysandú,Uruguay,26.00,82193.38,High income,Latin America and the Caribbean,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.06,344608.46,0.01
219,João Teves,Cabo Verde,24.00,161477.18,Lower Middle,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,62903.28,0.00
220,M'bour,Senegal,81.00,506407.11,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,1390104.70,0.02
221,Brikama,Gambia,29.00,213625.81,Low income,Sub-Saharan Africa,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.03,440252.15,0.02
222,Nouakchott,Mauritania,178.00,1625383.90,Lower Middle,Sub-Saharan Africa,0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.04,3807648.35,0.02
223,La Orotava,Spain,18.00,54942.81,High income,Europe,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,312704.52,0.02
224,Bafatá,Guinea-Bissau,10.00,69724.70,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78636.53,0.01
225,Boké,Guinea,15.00,58796.61,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,197078.44,0.01
226,Boujdour,Western Sahara,9.00,52091.04,-,Northern Africa and Western Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,116145.77,0.01
227,Mahera,Sierra Leone,24.00,97367.25,Low income,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,161655.32,0.01
228,Kakata,Liberia,15.00,78566.33,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,134680.03,0.01
229,Kita,Mali,16.00,80559.88,Low income,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,196139.90,0.01
230,Guelmim,Morocco,12.00,121103.22,Lower Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,283750.42,0.02
231,Lisbon,Portugal,426.00,1974573.68,High income,Europe,0.05,0.06,0.00,0.00,0.02,0.03,0.04,0.22,9325293.26,0.02
232,Man,Côte d'Ivoire,31.00,205655.71,Lower Middle,Sub-Saharan Africa,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,232235.62,0.01
233,Cork,Ireland,52.00,137272.09,High income,Europe,0.07,0.02,0.00,0.00,0.01,0.01,0.01,0.13,1526705.38,0.03
234,Banfora,Burkina Faso,31.00,187824.01,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,369849.11,0.01
235,Belfast,United Kingdom,149.00,437125.41,High income,Europe,0.04,0.02,0.00,0.00,0.00,0.01,0.02,0.11,3076620.50,0.02
236,Lorient,France,29.00,72374.07,High income,Europe,0.04,0.03,0.00,0.00,0.02,0.01,0.01,0.13,674602.86,0.02
237,Kato,Ghana,39.00,137807.45,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,370366.12,0.01
238,Maghnia,Algeria,13.00,112311.00,Lower Middle,Northern Africa and Western Asia,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.06,269555.32,0.02
239,Dapaong,Togo,32.00,215916.34,Low income,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,353132.06,0.01
240,Natitingou,Benin,16.00,66756.99,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,152370.75,0.01
241,Tillabéri,Niger,11.00,80356.16,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,101099.69,0.01
242,Roeselare,Belgium,26.00,50561.92,High income,Europe,0.03,0.03,0.00,0.00,0.01,0.02,0.01,0.10,515327.13,0.02
243,Meko,Nigeria,9.00,86917.25,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,100603.05,0.01
244,Rotterdam [The Hague],Netherlands,677.00,2173754.29,High income,Europe,0.03,0.06,0.01,0.00,0.10,0.02,0.01,0.27,17142769.11,0.03
245,Lagunen,Norway,22.00,51870.92,High income,Europe,0.06,0.02,0.00,0.00,0.02,0.02,0.01,0.14,598532.20,0.03
246,Mönchengladbach,Germany,75.00,225599.83,High income,Europe,0.04,0.03,0.00,0.00,0.00,0.02,0.02,0.13,1635826.95,0.02
247,Lausanne,Switzerland,75.00,288887.65,High income,Europe,0.04,0.04,0.00,0.00,0.01,0.01,0.01,0.12,1904568.98,0.03
248,Savona,Italy,25.00,65461.32,High income,Europe,0.05,0.02,0.00,0.00,0.01,0.01,0.00,0.11,398601.22,0.02
249,Aarhus,Denmark,89.00,252649.28,High income,Europe,0.04,0.02,0.00,0.00,0.00,0.00,0.01,0.08,2339497.19,0.03
250,Jendouba,Tunisia,15.00,59852.47,Lower Middle,Northern Africa and Western Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,230179.66,0.02
251,Borås,Sweden,14.00,50459.42,High income,Europe,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,335288.24,0.02
252,Innsbruck,Austria,25.00,144226.38,High income,Europe,0.04,0.03,0.00,0.00,0.01,0.04,0.00,0.14,661265.31,0.03
253,Buea,Cameroon,34.00,189165.19,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,339017.36,0.01
255,Bata,Equatorial Guinea,88.00,789800.25,Upper Middle,Sub-Saharan Africa,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,576910.57,0.01
256,Ústí nad Labem,Czechia,19.00,59096.58,High income,Europe,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.13,382065.83,0.02
257,Stargard,Poland,14.00,59566.38,High income,Europe,0.03,0.01,0.00,0.00,0.01,0.00,0.00,0.06,382599.81,0.03
258,Tripoli,Libya,465.00,1248354.01,Upper Middle,Northern Africa and Western Asia,0.03,0.04,0.00,0.01,0.00,0.01,0.02,0.12,6786581.82,0.01
259,Moçâmedes,Angola,38.00,405248.64,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,552206.49,0.01
260,Maribor,Slovenia,22.00,80272.13,High income,Europe,0.09,0.02,0.00,0.00,0.01,0.01,0.00,0.15,623903.03,0.03
261,Zadar,Croatia,24.00,68048.00,High income,Europe,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,399335.30,0.02
262,Tshela,Democratic Republic of the Congo,13.00,133137.73,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35999.66,0.00
263,Szombathely,Hungary,16.00,56105.91,High income,Europe,0.04,0.02,0.00,0.00,0.01,0.00,0.00,0.08,356858.81,0.02
264,Sibiti,Republic of the Congo,8.00,60351.79,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29824.69,0.00
265,Trnava,Slovakia,15.00,56412.21,High income,Europe,0.11,0.03,0.00,0.00,0.00,0.00,0.01,0.17,509588.79,0.03
266,Swakopmund,Namibia,24.00,77246.78,Upper Middle,Sub-Saharan Africa,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.08,323606.90,0.01
267,Zenica,Bosnia and Herzegovina,16.00,65296.33,Upper Middle,Europe,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,223914.42,0.01
268,Pala,Chad,17.00,129935.25,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72891.15,0.00
269,Oulu,Finland,33.00,84384.04,High income,Europe,0.04,0.02,0.00,0.00,0.01,0.00,0.01,0.09,1110374.57,0.03
270,Carnot,Central African Republic,8.00,90317.37,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97595.20,0.01
271,Novi Sad,Serbia,59.00,286752.55,Upper Middle,Europe,0.07,0.02,0.00,0.00,0.00,0.00,0.01,0.12,1343720.81,0.02
272,Podgorica,Montenegro,31.00,152731.36,Upper Middle,Europe,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,654172.57,0.02
273,Durrës,Albania,32.00,131865.39,Upper Middle,Europe,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,481028.86,0.02
274,Masiphumelele,South Africa,11.00,50831.16,Upper Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,160531.91,0.01
275,Kaunas,Lithuania,84.00,236910.49,High income,Europe,0.05,0.02,0.00,0.00,0.01,0.00,0.01,0.10,2072569.68,0.02
276,Timișoara,Romania,64.00,335524.70,High income,Europe,0.04,0.02,0.00,0.00,0.00,0.01,0.01,0.09,1372951.03,0.02
277,Gjakova,Kosovo,12.00,51450.15,Upper Middle,Europe,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,159057.09,0.01
278,Murmansk,Russia,62.00,272711.55,Upper Middle,Europe,0.04,0.01,0.00,0.00,0.00,0.01,0.01,0.07,917041.41,0.01
279,Tetovo,North Macedonia,16.00,71259.16,Upper Middle,Europe,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,214755.23,0.01
280,Brest,Belarus,70.00,397637.28,Upper Middle,Europe,0.03,0.04,0.00,0.00,0.01,0.00,0.01,0.10,1933995.82,0.03
281,Mukachevo,Ukraine,21.00,70871.09,Lower Middle,Europe,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.08,456896.58,0.02
282,Tartu,Estonia,22.00,74087.18,High income,Europe,0.04,0.01,0.00,0.00,0.00,0.00,0.01,0.07,719612.85,0.03
283,Daugavpils,Latvia,16.00,51342.08,High income,Europe,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.10,503901.59,0.03
284,Patras,Greece,39.00,146127.68,High income,Europe,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.04,780242.94,0.02
285,Plovdiv,Bulgaria,49.00,331577.88,Upper Middle,Europe,0.05,0.01,0.00,0.00,0.00,0.00,0.01,0.08,1072824.06,0.02
286,Khorbranga,Sudan,11.00,88476.15,Low income,Northern Africa and Western Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120244.68,0.01
287,Çanakkale,Turkey,25.00,128855.58,Upper Middle,Northern Africa and Western Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.03,350443.16,0.01
288,Rybnitsa,Moldova,15.00,68168.67,Upper Middle,Europe,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.07,229035.92,0.02
289,Molepolole,Botswana,51.00,121562.12,Upper Middle,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,753990.84,0.01
290,Mwinilunga,Zambia,12.00,52434.34,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58722.04,0.00
291,Alexandria,Egypt,439.00,6931368.87,Lower Middle,Northern Africa and Western Asia,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.07,6321680.02,0.01
292,Yambio,South Sudan,17.00,102732.59,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225144.20,0.01
293,Mkoba,Zimbabwe,14.00,54654.33,Lower Middle,Sub-Saharan Africa,0.01,0.02,0.00,0.00,0.00,0.00,0.02,0.05,206026.33,0.01
294,Limassol,Cyprus,60.00,191160.93,High income,Northern Africa and Western Asia,0.01,0.02,0.00,0.00,0.00,0.01,0.00,0.04,1247849.72,0.02
295,Bujumbura,Burundi,141.00,1403418.73,Low income,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,1420401.17,0.01
296,Musanze,Rwanda,40.00,144218.44,Low income,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,322560.28,0.01
297,Kasulu,Tanzania,27.00,189666.10,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,231439.97,0.01
298,Kasese,Uganda,19.00,100112.30,Low income,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,273274.60,0.01
299,Maputo,Mozambique,570.00,3533370.36,Low income,Sub-Saharan Africa,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.05,8447031.33,0.01
300,Deir el-Balah,Palestine,43.00,311101.46,Upper Middle,Northern Africa and Western Asia,0.00,0.01,0.00,0.00,0.00,0.02,0.01,0.04,633018.02,0.01
301,Ashdod,Israel,48.00,282181.28,High income,Northern Africa and Western Asia,0.04,0.03,0.00,0.00,0.00,0.00,0.01,0.10,790251.61,0.02
302,Sidon,Lebanon,32.00,207486.35,Lower Middle,Northern Africa and Western Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.04,338264.46,0.01
303,Jablah,Syria,16.00,96180.45,Low income,Northern Africa and Western Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,132891.90,0.01
304,Der Abi Saeed,Jordan,14.00,80021.53,Lower Middle,Northern Africa and Western Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,158664.14,0.01
305,Likuni,Malawi,22.00,160123.26,Low income,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,319282.15,0.01
306,Al Qurayyat,Saudi Arabia,27.00,112385.06,High income,Northern Africa and Western Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,501076.40,0.02
307,Asosa,Ethiopia,18.00,136276.83,Low income,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,195957.63,0.01
308,Migori,Kenya,18.00,77425.11,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,162198.26,0.01
309,Kutaisi,Georgia,22.00,132035.21,Upper Middle,Northern Africa and Western Asia,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.08,412986.49,0.02
310,Al Baaj,Iraq,7.00,113167.89,Upper Middle,Northern Africa and Western Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45467.27,0.01
311,Barentu,Eritrea,13.00,101015.39,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,117097.21,0.01
312,Yerevan,Armenia,194.00,1027656.19,Upper Middle,Northern Africa and Western Asia,0.06,0.02,0.00,0.00,0.01,0.01,0.00,0.11,3472135.84,0.02
314,Zagatala,Azerbaijan,14.00,53127.88,Upper Middle,Northern Africa and Western Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,155660.88,0.01
315,Atyrau,Kazakhstan,93.00,203399.72,Upper Middle,Central and Southern Asia,0.04,0.02,0.00,0.00,0.00,0.01,0.02,0.10,1462758.78,0.02
316,-,Madagascar,1.00,74866.12,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,2491.61,0.00
317,Az Zuhrah,Yemen,10.00,56296.95,Low income,Northern Africa and Western Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11196.92,0.00
319,Tadjoura,Djibouti,7.00,62279.23,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35003.90,0.01
320,Fomboni,Comoros,14.00,236188.26,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64280.89,0.00
321,Saad Al-Abdulla,Kuwait,19.00,70891.33,High income,Northern Africa and Western Asia,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.12,320698.04,0.02
322,Balkanabat,Turkmenistan,18.00,85514.78,Upper Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.01,0.05,226865.90,0.01
323,Ras Laffan,Qatar,16.00,54599.90,High income,Northern Africa and Western Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,84157.29,0.01
324,Khujayli,Uzbekistan,23.00,80591.34,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.03,272671.60,0.01
325,Abu Dhabi,United Arab Emirates,107.00,508975.57,High income,Northern Africa and Western Asia,0.00,0.02,0.00,0.00,0.01,0.02,0.00,0.07,2186408.34,0.02
326,Dahariz park,Oman,22.00,89024.21,High income,Northern Africa and Western Asia,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.08,301091.72,0.01
327,Le Tampon,Réunion,24.00,66485.94,-,Sub-Saharan Africa,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,323667.45,0.01
328,Ghurian,Afghanistan,18.00,130960.32,Low income,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,161274.11,0.01
329,Шадобдеҳ,Tajikistan,6.00,75548.12,Lower Middle,Central and Southern Asia,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.04,33879.12,0.01
330,Turbat,Pakistan,28.00,187003.30,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,196441.50,0.01
331,Suzak,Kyrgyzstan,12.00,57880.02,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,112897.61,0.01
332,Artush,China,21.00,120960.61,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,93823.38,0.00
333,Dwarka,India,11.00,56911.98,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,80814.34,0.01
334,Laksmipur,Nepal,77.00,387185.29,Lower Middle,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,393875.08,0.01
335,Puttalam,Sri Lanka,18.00,56762.43,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,137996.77,0.01
336,Panchagarh,Bangladesh,14.00,144238.47,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,68424.12,0.00
337,Ulaanbaatar,Mongolia,235.00,1634096.56,Lower Middle,Eastern and South-Eastern Asia,0.03,0.02,0.00,0.00,0.00,0.01,0.00,0.07,3704136.63,0.02
338,Kalay,Myanmar,30.00,185720.54,Lower Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,319565.51,0.01
339,Sigli,Indonesia,22.00,69196.86,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,222334.27,0.01
340,Lamphun,Thailand,34.00,80879.10,Upper Middle,Eastern and South-Eastern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,418167.51,0.01
341,Lào Cai,Vietnam,15.00,75157.51,Lower Middle,Eastern and South-Eastern Asia,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.02,164104.59,0.01
342,Vientiane,Laos,76.00,166270.59,Lower Middle,Eastern and South-Eastern Asia,0.03,0.03,0.00,0.00,0.01,0.01,0.00,0.09,1016389.98,0.01
343,Alor Setar,Malaysia,70.00,248043.13,Upper Middle,Eastern and South-Eastern Asia,0.02,0.03,0.00,0.00,0.00,0.01,0.03,0.10,1314408.17,0.02
344,Khum Pech Chenda,Cambodia,7.00,57967.45,Lower Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,22605.28,0.00
345,Sembawang,Singapore,66.00,960307.92,High income,Eastern and South-Eastern Asia,0.04,0.07,0.01,0.00,0.00,0.00,0.04,0.19,1478278.31,0.02
346,Rockingham,Australia,53.00,89000.57,High income,Australia and New Zealand,0.03,0.02,0.00,0.01,0.00,0.00,0.01,0.10,726735.93,0.01
347,락원1동,North Korea,13.00,101106.32,Low income,Eastern and South-Eastern Asia,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.11,80121.32,0.01
348,Seoul,South Korea,2282.00,22261691.61,High income,Eastern and South-Eastern Asia,0.03,0.10,0.00,0.00,0.00,0.04,0.08,0.28,40764410.61,0.02
